movie,movie_title,year,genreFirst,directorFirst
http://www.wikidata.org/entity/Q2158869,Бродвейская мелодия 1938 года,1937,музыкальный фильм,Рой Дель Рут
http://www.wikidata.org/entity/Q4417770,Серп и молот,1921,фильм-драма,Владимир Ростиславович Гардин
http://www.wikidata.org/entity/Q860461,Годзилла,1954,фильм ужасов,"Хонда, Исиро"
http://www.wikidata.org/entity/Q4156102,Дворянское гнездо,1969,экранизация,Андрей Сергеевич Кончаловский
http://www.wikidata.org/entity/Q456467,Амазонки на Луне,1987,кинокомедия,Джон Лэндис
http://www.wikidata.org/entity/Q4162673,Для всего человечества,1989,документальный фильм,Эл Райнерт
http://www.wikidata.org/entity/Q186799,Тринадцать,2010,фильм-драма,Гела Теймуразович Баблуани
http://www.wikidata.org/entity/Q3266461,Мад (фильм),2012,фильм-драма,Джефф Николс
http://www.wikidata.org/entity/Q1811797,Дрожь,1982,Гомоэротизм в кинo,Дарио Ардженто
http://www.wikidata.org/entity/Q240899,Гарри и Хендерсоны,1987,научно-фантастический фильм,"Дир, Уильям"
http://www.wikidata.org/entity/Q4058728,Айболит-66,1966,музыкальный фильм,Ролан Антонович Быков
http://www.wikidata.org/entity/Q1771333,Девушка с коробкой,1927,кинокомедия,Борис Васильевич Барнет
http://www.wikidata.org/entity/Q848285,Жажда смерти 2,1982,боевик,"Уиннер, Майкл"
http://www.wikidata.org/entity/Q1544359,На лоне природы,1988,кинокомедия,"Дойч, Ховард"
http://www.wikidata.org/entity/Q3736027,Надежды и ожидания Мэри,2010,комедийная драма,Дэн Гордон
http://www.wikidata.org/entity/Q376723,Прокол,2011,фильм-драма,Адам Кассен
http://www.wikidata.org/entity/Q3966802,"Детская игра (фильм, 1972)",1972,фильм-драма,"Люмет, Сидни"
http://www.wikidata.org/entity/Q626483,Трон,1982,боевик,Стивен Лизбергер
http://www.wikidata.org/entity/Q1511480,Пассажиры,2008,триллер,Родриго Гарсиа
http://www.wikidata.org/entity/Q3060284,Юджени,1970,фильм-драма,Хесус Франко
http://www.wikidata.org/entity/Q931165,Бестолковые,1995,кино для подростков,Эми Хекерлинг
http://www.wikidata.org/entity/Q1251251,Жёлтая борода,1983,приключенческий фильм,Мэл Дэмски
http://www.wikidata.org/entity/Q1553540,Возникший из дождя,1991,фильм-драма,"Виник, Гари"
http://www.wikidata.org/entity/Q1783771,Немезида,1992,боевик,"Пьюн, Альберт"
http://www.wikidata.org/entity/Q223139,К северу через северо-запад,1959,криминальный фильм,Альфред Хичкок
http://www.wikidata.org/entity/Q771605,Спасите тигра,1973,фильм-драма,"Эвилдсен, Джон"
http://www.wikidata.org/entity/Q22432,Знаки,2002,научно-фантастический фильм,М. Найт Шьямалан
http://www.wikidata.org/entity/Q18399,Маменькины сынки,1953,фильм-драма,Федерико Феллини
http://www.wikidata.org/entity/Q2000941,Поцелуй смерти,1995,боевик,Барбе Шрёдер
http://www.wikidata.org/entity/Q865346,Из Парижа с любовью,2010,боевик,"Морель, Пьер"
http://www.wikidata.org/entity/Q1129186,Контроль,2008,независимый кинематограф США,"Корбейн, Антон"
http://www.wikidata.org/entity/Q3015372,Белый бриллиант,2004,документальный фильм,Вернер Херцог
http://www.wikidata.org/entity/Q4468095,"Тёмные воды (фильм, 1994)",1994,фильм ужасов,Мариано Баино
http://www.wikidata.org/entity/Q17089641,Добро пожаловать ко мне,2014,кинокомедия,Шира Пивен
http://www.wikidata.org/entity/Q786279,Волшебник,1989,кинокомедия,Тодд Холлэнд
http://www.wikidata.org/entity/Q2714976,Камо грядеши,2001,фильм-драма,"Кавалерович, Ежи"
http://www.wikidata.org/entity/Q1759260,"Вонгу Фу, с благодарностью за всё! Джули Ньюмар",1995,кинокомедия,Бибан Кидрон
http://www.wikidata.org/entity/Q4233703,Королева Марго (телесериал),1996,драма,"Муратов, Александр Александрович"
http://www.wikidata.org/entity/Q1766656,"Так держать, Эммануэль",1980,секс-комедия,Джералд Томас
http://www.wikidata.org/entity/Q18413702,Буря в спальне,1901,кинокомедия,"Зекка, Фернан"
http://www.wikidata.org/entity/Q509913,Легенда,1985,фэнтезийный фильм,Ридли Скотт
http://www.wikidata.org/entity/Q1824522,Рождество психов,1994,кинокомедия,"Эфрон, Нора"
http://www.wikidata.org/entity/Q3564069,Тайна Карпатского замка,1981,научно-фантастический фильм,"Липский, Олдржих"
http://www.wikidata.org/entity/Q3020002,Дорогой Микеле,1976,кинокомедия,"Моничелли, Марио"
http://www.wikidata.org/entity/Q19363812,Тайна в их глазах,2016,криминальный фильм,Билли Рэй
http://www.wikidata.org/entity/Q4189403,Звезда и смерть Хоакина Мурьеты (фильм),1982,рок-опера,Владимир Александрович Грамматиков
http://www.wikidata.org/entity/Q1140566,Зубастики,1986,кинокомедия,Стивен Херек
http://www.wikidata.org/entity/Q924756,Полицейская академия 7: Миссия в Москве,1994,кинокомедия,Алан Меттер
http://www.wikidata.org/entity/Q785712,Короли улиц,2008,фильм-драма,Дэвид Эйер
http://www.wikidata.org/entity/Q953911,Мэри Рейлли,1996,экранизация,Стивен Фрирз
http://www.wikidata.org/entity/Q1687420,Сновидения (фильм),1999,фильм ужасов,Нил Джордан
http://www.wikidata.org/entity/Q832515,Братья Блюз 2000,1998,боевик,Джон Лэндис
http://www.wikidata.org/entity/Q3944269,Зыбучий песок,1950,криминальный фильм,"Пичел, Ирвинг"
http://www.wikidata.org/entity/Q392696,Техасская резня бензопилой,2003,фильм ужасов,"Ниспель, Маркус"
http://www.wikidata.org/entity/Q1813235,Большие часы,1948,экранизация,"Фэрроу, Джон"
http://www.wikidata.org/entity/Q572731,Пусть зверь умрёт,1969,фильм-драма,Клод Шаброль
http://www.wikidata.org/entity/Q286141,Прочисть мозги,2007,фильм-драма,Ханс Вайнгартнер
http://www.wikidata.org/entity/Q1213752,Карьера Сюзанны,1963,комедийная драма,Эрик Ромер
http://www.wikidata.org/entity/Q2975195,Обнажённое оружие,2002,триллер,Чэн Сяодун
http://www.wikidata.org/entity/Q505790,Миссия невыполнима 2,2000,триллер,Джон Ву
http://www.wikidata.org/entity/Q571066,Бенгальский тигр,1959,фильм о любви,Фриц Ланг
http://www.wikidata.org/entity/Q2413683,Очень испанское кино,2009,кинопародия,Хавьер Руис Кальдера
http://www.wikidata.org/entity/Q743190,Лиззи Магуайер,2003,музыкальный фильм,Джим Фолл
http://www.wikidata.org/entity/Q1289681,Парикмахерша и чудовище,1997,романтическая комедия,Кен Куопис
http://www.wikidata.org/entity/Q210873,Бог ей судья,1945,нуар,"Стал, Джон М."
http://www.wikidata.org/entity/Q259332,Однажды в Китае 3,1993,боевик,Цуй Харк
http://www.wikidata.org/entity/Q603162,Бумажная луна,1973,кинокомедия,Питер Богданович
http://www.wikidata.org/entity/Q2901494,Мои университеты,1940,фильм-драма,Марк Семёнович Донской
http://www.wikidata.org/entity/Q1335279,Паранормальное явление: Ночь в Токио,2010,фильм ужасов,"Нагаэ, Тосикадзу"
http://www.wikidata.org/entity/Q150047,Адреналин,2006,криминальный фильм,"Невелдайн, Марк"
http://www.wikidata.org/entity/Q1169328,Опекун,1990,фильм ужасов,"Фридкин, Уильям"
